,Gender,Age,Education Level,Preferred Subjects,Least preferred Subjects,Hours per week for school,Educational Level parent_1,Educational Level parent_2,CRT_points,Use AI school and freetime,Used AI,Frequency of use education,Frequency of use everyday life,Use of AI in freetime,Usefullness AI,Deal with AI,Understanding AI,Internet terms_Spyware,Internet terms_Cache,Internet terms_Advanced Search,Internet terms_PDF,Internet terms_Phishing,Internet terms_Wiki,True/False_1,True/False_2,True/False_3,True/False_4,True/False_5,True/False_6,Reliability AI,Concerns AI,Teachers preparing lessons,Teachers giving grades,Mates using AI,Allowance to use AI,Frequency use of AI_school,Most used subjects,Purposes to use AI,Reasons to use AI,Help of AI,True_False_Score,Internet_Understanding_Score,Internet Understanding (Grouped),gender_Keine Angabe,gender_Männlich,gender_Weiblich,privacy_Ich habe darüber noch nie nachgedacht.,privacy_Ja,privacy_Nein
150,Männlich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Geografie, Geschichte, Religion und Kultur","Mathematik / Geometrie, Chemie, Physik",Mehr als 5 Stunden pro Woche,Abschluss eines Doktorat / Professur,Abschluss an einer Universität / ETH,2,1,,,,,,Eher gut,Eher gut,Mittelmässiges Verständnis,Kein Verständnis,Gutes Verständnis,Gutes Verständnis,Gutes Verständnis,Gutes Verständnis,Falsch,Falsch,Wahr,Wahr,Wahr,Wahr,1,Nein,Stört mich sehr,Stört mich sehr,Selten,"Ja, für beides",Manchmal,"Deutsch, Geografie, Geschichte","Schreiben von Texten,Lösung von Aufgaben",Zeitersparnis,5.0,3,20,Mittelmässiges Verständnis,False,True,False,False,False,True
151,Weiblich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Zeichnen / Kunst, Handarbeit / Werken","Englisch, Biologie, Physik",Mehr als 5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Berufsabschluss,0,4,"ChatGPT,Meta AI (Whatsapp)",Manchmal,Manchmal,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag",Ziemlich nützlich,Sehr gut,Weder gut noch schlecht,Kein Verständnis,Kein Verständnis,Kein Verständnis,Gutes Verständnis,Kein Verständnis,Schlechtes Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,4,Ich habe darüber noch nie nachgedacht.,Stört mich ein wenig,Stört mich sehr,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Häufig,"Deutsch, Geschichte, Geografie","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Vorbereiten von Vorträgen","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,6,10,Kein Verständnis,False,False,True,True,False,False
152,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Französisch, Sport","Chemie, Physik, Religion und Kultur",Mehr als 5 Stunden pro Woche,Obligatorische Schule,Obligatorische Schule,1,5,ChatGPT,Sehr oft,Manchmal,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Ziemlich nützlich,Eher gut,Weder gut noch schlecht,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Schlechtes Verständnis,Mittelmässiges Verständnis,Kein Verständnis,Schlechtes Verständnis,Wahr,Wahr,Wahr,Wahr,Ich weiss es nicht,Ich weiss es nicht,5,Ich habe darüber noch nie nachgedacht.,Finde ich gut,Finde ich gut,Immer,Nur für Hausaufgaben,Immer,"Französisch, Englisch, Biologie",Ideenfindung / Kreative Ideen,Als Prüfungsvorbereitung,5.0,0,14,Schlechtes Verständnis,False,True,False,True,False,False
153,Weiblich,19,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Zeichnen / Kunst, Handarbeit / Werken","Französisch, Wirtschaft und Recht, Sport",2-5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Matura,1,4,"ChatGPT,Gemini (Google)",Manchmal,Selten,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen,Ernährung",Sehr nützlich,Eher gut,Weder gut noch schlecht,Mittelmässiges Verständnis,Gutes Verständnis,Gutes Verständnis,Völliges Verständnis,Schlechtes Verständnis,Völliges Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,4,Nein,Stört mich sehr,Stört mich ein wenig,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Häufig,Wirtschaft und Recht,"Zusammenfassungen,Erklärungen,Lerntechniken / Tipps wie man lernt,Vorbereiten von Vorträgen","Zeitersparnis,weniger Stress,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",5.0,6,23,Gutes Verständnis,False,False,True,False,False,True
154,Weiblich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Biologie, Wirtschaft und Recht, Sport","Geografie, Religion und Kultur",2-5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Hochschule / Fachhochschule,3,4,"ChatGPT,Gemini (Google)",Oft,Selten,Verständnisfragen über Wissen im Alltag,Ziemlich nützlich,Eher gut,Weder gut noch schlecht,Gutes Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Falsch,Falsch,Ich verstehe die Frage nicht,Falsch,Ich verstehe die Frage nicht,Falsch,3,Ja,Stört mich ein wenig,Stört mich sehr,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Häufig,"Mathematik, Geografie, Geschichte","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Grammatik / Rechtschreibung","Zeitersparnis,weniger Stress,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",4.0,4,23,Gutes Verständnis,False,False,True,False,True,False
155,Männlich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Sport","Geografie, Wirtschaft und Recht, Informatik",0-1 Stunde pro Woche,Abschluss an einer Fachhochschule / Hochschule,Berufsabschluss,2,4,"ChatGPT,Microsoft Copilot",Oft,Selten,Verständnisfragen über Wissen im Alltag,Ziemlich nützlich,Eher gut,Weder gut noch schlecht,Gutes Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Falsch,Ich weiss es nicht,Ich weiss es nicht,Falsch,Wahr,Falsch,4,Ich habe darüber noch nie nachgedacht.,Stört mich ein wenig,Stört mich sehr,Oft,"Ja, für beides",Manchmal,"Mathematik, Geografie","Zusammenfassungen,Erklärungen,Vorbereiten von Vorträgen","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,4,22,Gutes Verständnis,False,True,False,True,False,False
156,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Biologie, Geschichte, Wirtschaft und Recht","Mathematik / Geometrie, Französisch, Informatik",2-5 Stunden pro Woche,Abschluss eines Doktorat / Professur,Abschluss an einer Hochschule / Fachhochschule,3,5,"ChatGPT,Gemini (Google)",Sehr oft,Sehr oft,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Sehr gut,Weder gut noch schlecht,Gutes Verständnis,Schlechtes Verständnis,Schlechtes Verständnis,Völliges Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Ich weiss es nicht,3,Nein,Neutral / Mir egal,Stört mich sehr,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Häufig,"Geschichte, Chemie, Geografie","Zusammenfassungen,Erklärungen,Vorbereiten von Vorträgen","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,5,21,Gutes Verständnis,False,True,False,False,False,True
157,Weiblich,19,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Geschichte, Wirtschaft und Recht","Französisch, Physik, Zeichnen / Kunst",0-1 Stunde pro Woche,Abschluss an einer Universität oder ETH,Berufsabschluss,2,4,"ChatGPT,Deep Seek,Gemini (Google)",Manchmal,Selten,"Verständnisfragen über Wissen im Alltag,Musik",Ziemlich nützlich,Eher gut,Weder gut noch schlecht,Mittelmässiges Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Ich weiss es nicht,Falsch,Falsch,Wahr,Falsch,4,Ja,Neutral / Mir egal,Stört mich sehr,Oft,"Ja, für beides",Häufig,"Englisch, Geschichte, Französisch","Zusammenfassungen,Erklärungen,Ideenfindung / Kreative Ideen","Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",5.0,5,25,Gutes Verständnis,False,False,True,False,True,False
158,Weiblich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Geografie, Sport","Deutsch, Physik, Wirtschaft und Recht",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Abschluss an einer Universität / ETH,3,3,"ChatGPT,Gemini (Google)",Manchmal,Selten,Verständnisfragen über Wissen im Alltag,Teils/teils,Weder gut noch schlecht,Eher wenig,Schlechtes Verständnis,Schlechtes Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Gutes Verständnis,Gutes Verständnis,Falsch,Falsch,Falsch,Ich weiss es nicht,Wahr,Falsch,3,Ja,Neutral / Mir egal,Stört mich ein wenig,Oft,"Ja, für beides",Häufig,"Englisch, Geografie, Geschichte","Zusammenfassungen,Erklärungen,Schreiben von Texten,Vorbereiten von Vorträgen","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,5,20,Mittelmässiges Verständnis,False,False,True,False,True,False
159,Männlich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Wirtschaft und Recht, Zeichnen / Kunst, Musik","Englisch, Französisch, Handarbeit / Werken",0-1 Stunde pro Woche,Abschluss an einer Fachhochschule / Hochschule,Abschluss an einer Hochschule / Fachhochschule,3,4,"ChatGPT,Gemini (Google),Microsoft Copilot",Oft,Manchmal,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Ziemlich nützlich,Weder gut noch schlecht,Eher gut,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,3,Nein,Stört mich ein wenig,Stört mich ein wenig,Oft,"Ja, für beides",Häufig,"Geografie, Biologie, Geschichte","Zusammenfassungen,Erklärungen,Ideenfindung / Kreative Ideen","Zeitersparnis,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",4.0,6,21,Gutes Verständnis,False,True,False,False,False,True
160,Männlich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Biologie, Wirtschaft und Recht, Zeichnen / Kunst","Deutsch, Französisch, Physik",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Abschluss an einer Universität / ETH,2,5,ChatGPT,Oft,Sehr oft,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Sehr gut,Eher gut,Völliges Verständnis,Schlechtes Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Falsch,Falsch,Falsch,Falsch,Ich weiss es nicht,Wahr,4,Nein,Finde ich gut,Neutral / Mir egal,Oft,"Ja, für beides",Häufig,"Deutsch, Physik, Biologie","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Grammatik / Rechtschreibung","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",5.0,4,21,Gutes Verständnis,False,True,False,False,False,True
161,Weiblich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Deutsch, Biologie, Geschichte","Mathematik / Geometrie, Physik, Informatik",Mehr als 5 Stunden pro Woche,Ich weiss es nicht,Obligatorische Schule,1,5,ChatGPT,Oft,Oft,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Eher gut,Weder gut noch schlecht,Schlechtes Verständnis,Schlechtes Verständnis,Schlechtes Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Falsch,Falsch,Ich weiss es nicht,Ich weiss es nicht,Falsch,3,Ja,Neutral / Mir egal,Stört mich sehr,Immer,Nur für Hausaufgaben,Häufig,"Mathematik, Biologie, Chemie","Zusammenfassungen,Erklärungen,Grammatik / Rechtschreibung","Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",4.0,4,21,Gutes Verständnis,False,False,True,False,True,False
162,Weiblich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Wirtschaft und Recht, Geschichte, Musik","Deutsch, Physik, Informatik",Mehr als 5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Universität / ETH,3,4,"ChatGPT,Deep Seek",Oft,Selten,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Eher gut,Eher gut,Kein Verständnis,Kein Verständnis,Kein Verständnis,Völliges Verständnis,Kein Verständnis,Gutes Verständnis,Falsch,Wahr,Falsch,Wahr,Ich verstehe die Frage nicht,Ich verstehe die Frage nicht,4,Nein,Stört mich ein wenig,Stört mich sehr,Oft,"Ja, für beides",Häufig,"Geografie, Physik, Geschichte","Zusammenfassungen,Erklärungen,Grammatik / Rechtschreibung","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,2,13,Schlechtes Verständnis,False,False,True,False,False,True
163,Weiblich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Biologie, Zeichnen / Kunst","Französisch, Physik, Wirtschaft und Recht",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Abschluss eines Doktorat / Professur,3,5,"ChatGPT,Deep Seek",Oft,Selten,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag",Sehr nützlich,Sehr gut,Sehr gut,Mittelmässiges Verständnis,Schlechtes Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Falsch,Ich weiss es nicht,Falsch,Falsch,Ich weiss es nicht,Falsch,4,Nein,Neutral / Mir egal,Stört mich ein wenig,Oft,"Ja, für beides",Häufig,Französisch,"Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Vorbereiten von Vorträgen","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,4,23,Gutes Verständnis,False,False,True,False,False,True
164,Männlich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Deutsch, Englisch, Zeichnen / Kunst","Französisch, Wirtschaft und Recht, Musik",Mehr als 5 Stunden pro Woche,Abschluss eines Doktorat / Professur,Abschluss an einer Universität / ETH,2,4,ChatGPT,Oft,Nie,,Teils/teils,Sehr gut,Sehr gut,Völliges Verständnis,Gutes Verständnis,Schlechtes Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Ich weiss es nicht,Falsch,Wahr,Wahr,Falsch,1,Ja,Stört mich sehr,Stört mich sehr,Oft,"Nein, weder für die Schule noch für die Hausaufgaben",Häufig,"Französisch, Biologie, Chemie","Zusammenfassungen,Erklärungen","Zeitersparnis,Für Fragen die ich nicht im Klassenraum stellen wollte",3.0,4,26,Völliges Verständnis,False,True,False,False,True,False
165,Keine Angabe,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Biologie, Geschichte","Mathematik / Geometrie, Geografie, Informatik",Mehr als 5 Stunden pro Woche,Berufsabschluss,Berufsabschluss,2,4,ChatGPT,Manchmal,Selten,Verständnisfragen über Wissen im Alltag,Teils/teils,Weder gut noch schlecht,Eher gut,Kein Verständnis,Kein Verständnis,Schlechtes Verständnis,Gutes Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Falsch,Ich weiss es nicht,Falsch,Falsch,Wahr,Ich weiss es nicht,3,Ja,Stört mich sehr,Stört mich sehr,Oft,"Ja, für beides",Selten,"Mathematik, Physik, Geschichte","Zusammenfassungen,Erklärungen","Zeitersparnis,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",3.0,4,12,Schlechtes Verständnis,True,False,False,False,True,False
166,Männlich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Französisch, Chemie","Geografie, Physik, Wirtschaft und Recht",2-5 Stunden pro Woche,Berufsabschluss,Obligatorische Schule,2,3,"ChatGPT,Microsoft Copilot",Manchmal,Nie,,Teils/teils,Sehr gut,Weder gut noch schlecht,Gutes Verständnis,Schlechtes Verständnis,Kein Verständnis,Völliges Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Wahr,3,Nein,Neutral / Mir egal,Stört mich sehr,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Manchmal,"Mathematik, Deutsch, Französisch","Zusammenfassungen,Erklärungen,Schreiben von Texten","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",3.0,5,20,Mittelmässiges Verständnis,False,True,False,False,False,True
167,Weiblich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Biologie, Chemie, Wirtschaft und Recht","Französisch, Informatik, Zeichnen / Kunst",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Berufsabschluss,1,5,ChatGPT,Sehr oft,Oft,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Ziemlich nützlich,Sehr gut,Weder gut noch schlecht,Kein Verständnis,Kein Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Kein Verständnis,Kein Verständnis,Falsch,Falsch,Falsch,Wahr,Wahr,Ich weiss es nicht,4,Nein,Neutral / Mir egal,Stört mich ein wenig,Immer,Nur für Hausaufgaben,Häufig,"Geografie, Biologie, Chemie","Zusammenfassungen,Erklärungen,Vorbereiten von Vorträgen,Grammatik / Rechtschreibung","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,4,8,Kein Verständnis,False,False,True,False,False,True
168,Männlich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)",Sport,Französisch,Mehr als 5 Stunden pro Woche,Berufsabschluss,Abschluss an einer Hochschule / Fachhochschule,3,4,ChatGPT,Manchmal,Manchmal,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag",Sehr nützlich,Sehr gut,Eher gut,Kein Verständnis,Kein Verständnis,Schlechtes Verständnis,Gutes Verständnis,Kein Verständnis,Kein Verständnis,Falsch,Ich weiss es nicht,Falsch,Falsch,Ich verstehe die Frage nicht,Falsch,4,Nein,Neutral / Mir egal,Neutral / Mir egal,Oft,"Ja, für beides",Manchmal,"Mathematik, Deutsch, Geschichte","Zusammenfassungen,Erklärungen,Schreiben von Texten,Vorbereiten von Vorträgen","Zeitersparnis,Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",5.0,4,10,Kein Verständnis,False,True,False,False,False,True
169,Männlich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)",Chemie,"Biologie, Chemie",Mehr als 5 Stunden pro Woche,Ich weiss es nicht,Abschluss an einer Hochschule / Fachhochschule,3,5,"ChatGPT,Gemini (Google)",Sehr oft,Selten,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Eher gut,Weder gut noch schlecht,Kein Verständnis,Kein Verständnis,Gutes Verständnis,Gutes Verständnis,Völliges Verständnis,Gutes Verständnis,Falsch,Ich weiss es nicht,Falsch,Falsch,Ich verstehe die Frage nicht,Falsch,4,Ich habe darüber noch nie nachgedacht.,Neutral / Mir egal,Neutral / Mir egal,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Häufig,"Geografie, Geschichte","Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Vorbereiten von Vorträgen","Zeitersparnis,Erklärungen",4.0,4,19,Mittelmässiges Verständnis,False,True,False,True,False,False
170,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Geografie, Geschichte",Französisch,2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Abschluss an einer Hochschule / Fachhochschule,2,4,ChatGPT,Oft,Nie,,Ziemlich nützlich,Eher gut,Weder gut noch schlecht,Gutes Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Völliges Verständnis,Gutes Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,3,Ja,Neutral / Mir egal,Stört mich sehr,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Manchmal,Deutsch,"Zusammenfassungen,Schreiben von Texten,Vorbereiten von Vorträgen,Grammatik / Rechtschreibung",Zeitersparnis,3.0,6,23,Gutes Verständnis,False,True,False,False,True,False
171,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Zeichnen / Kunst, Kochen, Sport","Deutsch, Französisch",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Abschluss an einer Hochschule / Fachhochschule,2,5,ChatGPT,Sehr oft,Oft,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Sehr gut,Eher gut,Kein Verständnis,Mittelmässiges Verständnis,Kein Verständnis,Völliges Verständnis,Gutes Verständnis,Gutes Verständnis,Wahr,Wahr,Falsch,Falsch,Wahr,Falsch,4,Ja,Stört mich ein wenig,Stört mich sehr,Oft,"Ja, für beides",Häufig,"Deutsch, Physik, Geschichte","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Lerntechniken / Tipps wie man lernt,Vorbereiten von Vorträgen,Grammatik / Rechtschreibung","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,4,18,Mittelmässiges Verständnis,False,True,False,False,True,False
172,Weiblich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Französisch, Geografie","Deutsch, Englisch, Informatik",2-5 Stunden pro Woche,Obligatorische Schule,Abschluss an einer Hochschule / Fachhochschule,3,5,"ChatGPT,Claude AI",Sehr oft,Manchmal,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Sehr gut,Weder gut noch schlecht,Kein Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Kein Verständnis,Völliges Verständnis,Falsch,Ich weiss es nicht,Ich weiss es nicht,Wahr,Ich verstehe die Frage nicht,Falsch,4,Nein,Neutral / Mir egal,Stört mich sehr,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Immer,"Mathematik, Geschichte, Wirtschaft und Recht","Erklärungen,Grammatik / Rechtschreibung","Zeitersparnis,weniger Stress,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",5.0,2,16,Mittelmässiges Verständnis,False,False,True,False,False,True
173,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Wirtschaft und Recht, Informatik, Sport",Französisch,2-5 Stunden pro Woche,Abschluss eines Doktorat / Professur,Abschluss an einer Hochschule / Fachhochschule,1,5,ChatGPT,Sehr oft,Manchmal,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag",Sehr nützlich,Sehr gut,Eher gut,Gutes Verständnis,Kein Verständnis,Völliges Verständnis,Gutes Verständnis,Völliges Verständnis,Gutes Verständnis,Falsch,Ich weiss es nicht,Falsch,Falsch,Wahr,Falsch,4,Nein,Stört mich ein wenig,Stört mich sehr,Oft,"Ja, für beides",Häufig,"Französisch, Chemie","Zusammenfassungen,Erklärungen,Ideenfindung / Kreative Ideen","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung",5.0,5,23,Gutes Verständnis,False,True,False,False,False,True
174,Männlich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Geschichte, Psychologie / Pädagogik","Mathematik / Geometrie, Physik, Informatik",2-5 Stunden pro Woche,Abschluss eines Doktorat / Professur,Berufsabschluss,1,2,ChatGPT,Selten,Selten,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Teils/teils,Eher gut,Weder gut noch schlecht,Schlechtes Verständnis,Kein Verständnis,Kein Verständnis,Schlechtes Verständnis,Schlechtes Verständnis,Schlechtes Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,3,Ja,Stört mich sehr,Stört mich sehr,Immer,Nur wenn die Lehrperson es ausdrücklich erlaubt,Selten,"Mathematik, Geografie, Chemie","Erklärungen,Lösung von Aufgaben","Zeitersparnis,Als Prüfungsvorbereitung",3.0,6,10,Kein Verständnis,False,True,False,False,True,False
175,Weiblich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Deutsch, Geschichte, Wirtschaft und Recht",Mathematik / Geometrie,Mehr als 5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Berufsabschluss,0,4,"Perplexity,Claude AI",Oft,Selten,Private Fragen zu persönlichen Themen,Teils/teils,Weder gut noch schlecht,Weder gut noch schlecht,Kein Verständnis,Kein Verständnis,Kein Verständnis,Gutes Verständnis,Kein Verständnis,Schlechtes Verständnis,Falsch,Falsch,Ich weiss es nicht,Ich weiss es nicht,Wahr,Falsch,3,Ja,Stört mich sehr,Stört mich sehr,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Häufig,"Mathematik, Geschichte","Zusammenfassungen,Erklärungen,Ideenfindung / Kreative Ideen,Vorbereiten von Vorträgen","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",3.0,4,10,Kein Verständnis,False,False,True,False,True,False
176,Weiblich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Französisch, Wirtschaft und Recht","Mathematik / Geometrie, Informatik",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Abschluss an einer Hochschule / Fachhochschule,1,4,"ChatGPT,Microsoft Copilot",Manchmal,Oft,Verständnisfragen über Wissen im Alltag,Ziemlich nützlich,Weder gut noch schlecht,Weder gut noch schlecht,Kein Verständnis,Schlechtes Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Ich weiss es nicht,Ich weiss es nicht,Falsch,Wahr,Ich weiss es nicht,Ich weiss es nicht,4,Ich habe darüber noch nie nachgedacht.,Neutral / Mir egal,Neutral / Mir egal,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Häufig,"Mathematik, Biologie, Chemie","Erklärungen,Ideenfindung / Kreative Ideen,Vorbereiten von Vorträgen","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,1,18,Mittelmässiges Verständnis,False,False,True,True,False,False
